origintime,longitude,latitude,altitude
2017-01-01 06:58:00,82.8925219643,43.2723238032,636.879498247
2017-01-01 06:59:00,81.7375228253,39.6300940143,636.025587049
2017-01-01 07:00:00,80.6726888263,35.9789785784,635.219881589
2017-01-01 07:01:00,79.6795745541,32.3203807754,634.479856832
2017-01-01 07:02:00,78.743860388,28.655458732,633.822181768
2017-01-01 07:03:00,77.8541900242,24.9852061932,633.262416463
2017-01-01 07:04:00,77.0013649701,21.3105067261,632.814725199
2017-01-01 07:05:00,76.1777721216,17.6321704245,632.491611188
2017-01-01 07:06:00,75.3769664274,13.950958817,632.303678018
2017-01-01 07:07:00,74.5933581433,10.2676016862,632.259422604
2017-01-01 07:08:00,73.8219709734,6.58280829829,632.365063856
2017-01-01 07:09:00,73.0582478961,2.89727480704,632.624410585
2017-01-01 07:10:00,72.2978879354,-0.788310865816,633.038771432
2017-01-01 07:11:00,71.5367011873,-4.47326564685,633.606908726
2017-01-01 07:12:00,70.7704716001,-8.15690854991,634.325037274
2017-01-01 07:13:00,69.994817976,-11.8385577308,635.186868144
2017-01-01 07:14:00,69.2050434326,-15.5175265361,636.183696559
2017-01-01 07:15:00,68.3959621897,-19.1931176318,637.304532116
2017-01-01 07:16:00,67.5616896889,-22.8646141025,638.536268684
2017-01-01 07:17:00,66.6953772924,-26.5312660806,639.86389055
2017-01-01 07:18:00,65.7888649764,-30.192270918,641.270710744
2017-01-01 07:19:00,64.8322130309,-33.8467440266,642.738636884
2017-01-01 07:20:00,63.8130536136,-37.4936760662,644.248459495
2017-01-01 07:21:00,62.7156699183,-41.1318697433,645.780157426
2017-01-01 07:22:00,61.5196548948,-44.7598453674,647.31321487
2017-01-01 07:23:00,60.1979047674,-48.3756970742,648.826944417
2017-01-01 07:24:00,58.7135295152,-51.9768684704,650.30081069
2017-01-01 07:25:00,57.0149418122,-55.5597915874,651.71474925
2017-01-01 07:26:00,55.0277683912,-59.119283878,653.049475767
2017-01-01 07:27:00,52.6409901628,-62.6474958708,654.286780765
2017-01-01 07:28:00,49.6821382726,-66.1319777745,655.409805628
2017-01-01 07:29:00,45.8708411041,-69.5519103217,656.403296019
2017-01-01 07:30:00,40.7282551936,-72.8702535233,657.253829274
2017-01-01 07:31:00,33.3986525556,-76.0162663633,657.950012812
2017-01-01 07:32:00,22.3376156145,-78.8450086254,658.482651081
2017-01-01 07:33:00,5.14930271236,-81.0521057199,658.844878982
2017-01-01 07:34:00,-19.3055498917,-82.0995065481,659.032260219
2017-01-01 07:35:00,-45.258524518,-81.5451898274,659.042849425
2017-01-01 07:36:00,-64.8757282257,-79.6431156241,658.877217373
2017-01-01 07:37:00,-77.6176509616,-76.9702349117,658.538439003
2017-01-01 07:38:00,-85.9334970312,-73.9053739809,658.032044435
2017-01-01 07:39:00,-91.6595466886,-70.6328677423,657.365933561
2017-01-01 07:40:00,-95.8327436586,-67.2411627577,656.55025522
2017-01-01 07:41:00,-99.0276117878,-63.7754848957,655.597252451
2017-01-01 07:42:00,-101.57528951,-60.2607010517,654.521075701
2017-01-01 07:43:00,-103.676322529,-56.7114021646,653.337566377
2017-01-01 07:44:00,-105.458009617,-53.1366385043,652.064013533
2017-01-01 07:45:00,-107.004593746,-49.5422989813,650.718886994
2017-01-01 07:46:00,-108.373888386,-45.9323828638,649.321550621
2017-01-01 07:47:00,-109.606849816,-42.309717158,647.891959863
2017-01-01 07:48:00,-110.733318223,-38.6763804499,646.450348146
2017-01-01 07:49:00,-111.775589969,-35.0339633491,645.016906975
2017-01-01 07:50:00,-112.750714806,-31.3837338697,643.611464923
2017-01-01 07:51:00,-113.672017748,-27.7267452908,642.253170873
2017-01-01 07:52:00,-114.55013515,-24.0639079697,640.960187001
2017-01-01 07:53:00,-115.393738424,-20.3960378501,639.749396969
2017-01-01 07:54:00,-116.210052421,-16.7238894877,638.636134692
2017-01-01 07:55:00,-117.005236495,-13.0481785574,637.633938789
2017-01-01 07:56:00,-117.784672669,-9.36959710484,636.754337455
2017-01-01 07:57:00,-118.553190848,-5.68882376532,636.006667968
2017-01-01 07:58:00,-119.315251963,-2.00653053954,635.397934448
2017-01-01 07:59:00,-120.075104275,1.67661268076,634.932706737
2017-01-01 08:00:00,-120.836924739,5.35993487451,634.613062444
2017-01-01 08:01:00,-121.604955438,9.04276110099,634.438573327
2017-01-01 08:02:00,-122.383644565,12.7244093591,634.406336275
2017-01-01 08:03:00,-123.177801961,16.4041862564,634.511048184
2017-01-01 08:04:00,-123.992780962,20.0813805292,634.745123154
2017-01-01 08:05:00,-124.834701688,23.7552532219,635.098849542
2017-01-01 08:06:00,-125.710736397,27.4250229478,635.560583621
2017-01-01 08:07:00,-126.629486455,31.0898440263,636.116975905
2017-01-01 08:08:00,-127.601494784,34.7487742673,636.753225606
2017-01-01 08:09:00,-128.639960814,38.400727499,637.453358237
2017-01-01 08:10:00,-129.761763423,42.0444031273,638.200521032
2017-01-01 08:11:00,-130.98896265,45.6781801757,638.97729066
2017-01-01 08:12:00,-132.35106522,49.2999546809,639.765987645
2017-01-01 08:13:00,-133.888545475,52.9068835441,640.54899192
2017-01-01 08:14:00,-135.658500643,56.494967734,641.309054117
2017-01-01 08:15:00,-137.744074504,60.0583471534,642.029597444
2017-01-01 08:16:00,-140.270816851,63.5880515018,642.695005267
2017-01-01 08:17:00,-143.436379851,67.0696651529,643.290889974
2017-01-01 08:18:00,-147.566932776,70.4786836041,643.804339032
2017-01-01 08:19:00,-153.228289103,73.7706304626,644.22413469
2017-01-01 08:20:00,-161.442903623,76.8586319562,644.540944181
2017-01-01 08:21:00,-174.031537429,79.5615049744,644.747477822
2017-01-01 08:22:00,166.521658666,81.5045984991,644.83861286
2017-01-01 08:23:00,140.565777293,82.1061281603,644.811481426
2017-01-01 08:24:00,115.875583081,81.0902078493,644.665521436
2017-01-01 08:25:00,98.4697680086,78.8917566066,644.402489763
2017-01-01 08:26:00,87.2865931779,76.0588275307,644.026437483
2017-01-01 08:27:00,79.8943125196,72.9032153979,643.543647491
2017-01-01 08:28:00,74.7187244674,69.5730919353,642.96253525
2017-01-01 08:29:00,70.8892181366,66.1405483866,642.293513936
2017-01-01 08:30:00,67.919881135,62.6432398901,641.548825735
2017-01-01 08:31:00,65.5268632433,59.1023020286,640.742341535
2017-01-01 08:32:00,63.5358923042,55.5303698261,639.889331751
2017-01-01 08:33:00,61.8349656029,51.9354157592,639.00621154
2017-01-01 08:34:00,60.3491485321,48.3227134713,638.110264104
2017-01-01 08:35:00,59.0265206985,44.6959043136,637.219346262
2017-01-01 08:36:00,57.8299878099,41.0576073149,636.351580896
2017-01-01 08:37:00,56.7323172477,37.4097837454,635.525041229
2017-01-01 08:38:00,55.7130187509,33.7539632484,634.757432229
2017-01-01 08:39:00,54.7563207011,30.0913884767,634.065774627
2017-01-01 08:40:00,53.8498185587,26.4231098918,633.466097193
2017-01-01 08:41:00,52.983547725,22.7500490399,632.973142914
2017-01-01 08:42:00,52.1493311435,19.0730412832,632.600094631
2017-01-01 08:43:00,51.3403084637,15.3928647985,632.358325418
2017-01-01 08:44:00,50.5505870988,11.7102602119,632.257178675
2017-01-01 08:45:00,49.7749758493,8.02594377462,632.303782344
2017-01-01 08:46:00,49.0087743286,4.34061608975,632.502901084
2017-01-01 08:47:00,48.2475993126,0.654967845742,632.856829473
2017-01-01 08:48:00,47.4872339553,-3.03031632361,633.365328497
2017-01-01 08:49:00,46.7234886915,-6.71455493244,634.025606691
2017-01-01 08:50:00,45.9520640634,-10.3970668652,634.832346365
2017-01-01 08:51:00,45.1684059243,-14.077167921,635.777774391
2017-01-01 08:52:00,44.3675425725,-17.7541658134,636.851776128
2017-01-01 08:53:00,43.5438911556,-21.4273526051,638.04205015
2017-01-01 08:54:00,42.6910167219,-25.0959932887,639.334300661
2017-01-01 08:55:00,41.8013208558,-28.7593087707,640.712463747
2017-01-01 08:56:00,40.8656264795,-32.4164507851,642.158963032
2017-01-01 08:57:00,39.8726087393,-36.0664650689,643.65498983
2017-01-01 08:58:00,38.8079947378,-39.7082371612,645.180802519
2017-01-01 08:59:00,37.653409516,-43.3404118571,646.71603968
2017-01-01 09:00:00,36.3846679982,-46.9612715666,648.24004146
2017-01-01 09:01:00,34.9691753715,-50.5685484651,649.732173612
2017-01-01 09:02:00,33.3618476082,-54.1591260402,651.172148881
2017-01-01 09:03:00,31.4984883319,-57.7285482068,652.540340563
2017-01-01 09:04:00,29.2846201185,-61.2701779608,653.818083432
2017-01-01 09:05:00,26.5758420127,-64.7736838493,654.987957576
2017-01-01 09:06:00,23.1416904921,-68.2221598012,656.034051095
2017-01-01 09:07:00,18.5961744724,-71.586282923,656.942198063
2017-01-01 09:08:00,12.2605549813,-74.8116294834,657.700188611
2017-01-01 09:09:00,2.90418740007,-77.7895428197,658.297948466
2017-01-01 09:10:00,-11.5755840525,-80.291419194,658.727685715
2017-01-01 09:11:00,-33.382309912,-81.8669632709,658.984003049
2017-01-01 09:12:00,-59.9021483452,-81.9531875064,659.063974184
2017-01-01 09:13:00,-82.4713607946,-80.5095276031,658.967183583
2017-01-01 09:14:00,-97.6368738033,-78.0790577888,658.695729051
2017-01-01 09:15:00,-107.41316968,-75.1376168204,658.254187199
2017-01-01 09:16:00,-113.993794013,-71.9322378445,657.649542198
2017-01-01 09:17:00,-118.687508486,-68.5801599359,656.891078683
2017-01-01 09:18:00,-122.215968229,-65.1396793026,655.990240083
2017-01-01 09:19:00,-124.987683471,-61.6419673787,654.960454125
2017-01-01 09:20:00,-127.245296558,-58.1048754385,653.816927697
2017-01-01 09:21:00,-129.140106714,-54.5392491276,652.576413683
2017-01-01 09:22:00,-130.770684182,-50.9520196887,651.256952909
2017-01-01 09:23:00,-132.203758295,-47.3478181508,649.877594706
2017-01-01 09:24:00,-133.486039922,-43.7298677148,648.458100104
2017-01-01 09:25:00,-134.651202894,-40.1005019741,647.018632024
2017-01-01 09:26:00,-135.724167972,-36.461478741,645.579437245
2017-01-01 09:27:00,-136.72382358,-32.8141769252,644.160525196
2017-01-01 09:28:00,-137.664807961,-29.1597236915,642.781348886
2017-01-01 09:29:00,-138.55870987,-25.4990785011,641.46049341
2017-01-01 09:30:00,-139.414898981,-21.8330896018,640.215377538
2017-01-01 09:31:00,-140.241114861,-18.1625324006,639.0619738
2017-01-01 09:32:00,-141.043895467,-14.4881356266,638.014552281
2017-01-01 09:33:00,-141.828897479,-10.8105991125,637.085453044
2017-01-01 09:34:00,-142.601143271,-7.13060576716,636.284891599
2017-01-01 09:35:00,-143.365218461,-3.44882953989,635.620801296
2017-01-01 09:36:00,-144.125437166,0.234059296963,635.098715797
2017-01-01 09:37:00,-144.885987949,3.91739051055,634.72169402
2017-01-01 09:38:00,-145.651071048,7.60049103718,634.490289074
2017-01-01 09:39:00,-146.425036449,11.2826820748,634.402561794
2017-01-01 09:40:00,-147.212532435,14.963275324,634.454138554
2017-01-01 09:41:00,-148.018675564,18.6415674756,634.638312138
2017-01-01 09:42:00,-148.849255633,22.3168318611,634.946183514
2017-01-01 09:43:00,-149.710993784,25.988305861,635.366841585
2017-01-01 09:44:00,-150.611879317,29.6551721493,635.887577226
2017-01-01 09:45:00,-151.561622632,33.3165310041,636.494127288
2017-01-01 09:46:00,-152.572280861,36.9713595429,637.17094375
2017-01-01 09:47:00,-153.65914425,40.6184514444,637.901482802
2017-01-01 09:48:00,-154.842024175,44.2563268301,638.668508414
2017-01-01 09:49:00,-156.147175165,47.8830951497,639.454404782
2017-01-01 09:50:00,-157.610246404,51.496241545,640.241492096
2017-01-01 09:51:00,-159.280959635,55.0922838724,641.012340125
2017-01-01 09:52:00,-161.230788972,58.6662017008,641.750074379
2017-01-01 09:53:00,-163.566074465,62.2104437416,642.438669835
2017-01-01 09:54:00,-166.45140589,65.7131127729,643.063227642
2017-01-01 09:55:00,-170.153273167,69.1544457839,643.610230563
2017-01-01 09:56:00,-175.125041512,72.4995221147,644.067773392
2017-01-01 09:57:00,177.824844049,75.682097255,644.425765053
2017-01-01 09:58:00,167.229565864,78.5670700042,644.676099551
2017-01-01 09:59:00,150.730988923,80.8692006618,644.812793457
2017-01-01 10:00:00,126.795419032,82.0648759314,644.832088082
2017-01-01 10:01:00,100.460546345,81.6639115775,644.732514999
2017-01-01 10:02:00,80.0526759155,79.8536723184,644.514924037
2017-01-01 10:03:00,66.7480164788,77.2190611564,644.182473373
2017-01-01 10:04:00,58.1101564648,74.1656630392,643.740581818
2017-01-01 10:05:00,52.2005066683,70.8923951954,643.196843881
2017-01-01 10:06:00,47.9175889578,67.4941293008,642.560908675
2017-01-01 10:07:00,44.6536189969,64.0189946733,641.84432423
2017-01-01 10:08:00,42.060326848,60.4932784522,641.060349256
2017-01-01 10:09:00,39.9279600704,56.9323299488,640.223734916
2017-01-01 10:10:00,38.1240208423,53.3456406229,639.350479656
2017-01-01 10:11:00,36.561189476,49.7393778938,638.457560609
2017-01-01 10:12:00,35.1797540939,46.1177308029,637.562645586
2017-01-01 10:13:00,33.9375435339,42.4836649157,636.683790093
2017-01-01 10:14:00,32.8039151444,38.8393661707,635.839124189
2017-01-01 10:15:00,31.7560278265,35.1865124312,635.046534371
2017-01-01 10:16:00,30.7764532488,31.5264452258,634.323345905
2017-01-01 10:17:00,29.8515980036,27.8602813231,633.686011192
2017-01-01 10:18:00,28.9706323041,24.1889867313,633.149809835
2017-01-01 10:19:00,28.1247435564,20.5134264837,632.728566009
2017-01-01 10:20:00,27.3066030054,16.8343983862,632.434388545
2017-01-01 10:21:00,26.5099746558,13.1526559093,632.277438826
2017-01-01 10:22:00,25.729420304,9.46892361303,632.265731158
2017-01-01 10:23:00,24.9600697187,5.78390741807,632.404969675
2017-01-01 10:24:00,24.1974344194,2.09830136307,632.698425158
2017-01-01 10:25:00,23.4372493882,-1.58720791986,633.146854372
2017-01-01 10:26:00,22.6753306108,-5.27193802655,633.748463624
2017-01-01 10:27:00,21.907438273,-8.95520804814,634.498917344
2017-01-01 10:28:00,21.1291361193,-12.6363354794,635.391391553
2017-01-01 10:29:00,20.335637015,-16.3146319336,636.416671132
2017-01-01 10:30:00,19.5216231017,-19.9893967176,637.563288908
2017-01-01 10:31:00,18.6810257124,-23.6599070995,638.817703733
2017-01-01 10:32:00,17.8067448915,-27.3254037308,640.164513995
2017-01-01 10:33:00,16.8902797204,-30.9850690779,641.586702325
2017-01-01 10:34:00,15.9212268832,-34.6379957357,643.065906774
2017-01-01 10:35:00,14.886582491,-38.2831398753,644.582713303
2017-01-01 10:36:00,13.7697452189,-41.919252381,646.1169642
2017-01-01 10:37:00,12.54905607,-45.5447755837,647.648076886
2017-01-01 10:38:00,11.1956006987,-49.1576852904,649.155367558
2017-01-01 10:39:00,9.66980300922,-52.75524276,650.618374248
2017-01-01 10:40:00,7.91597036587,-56.3335925598,652.017174039
2017-01-01 10:41:00,5.8532352319,-59.8870849054,653.332689495
2017-01-01 10:42:00,3.35989150811,-63.4070805586,654.546979696
2017-01-01 10:43:00,0.245086231928,-66.8797282463,655.643511669
2017-01-01 10:44:00,-3.80470762167,-70.2815712468,656.607408434
2017-01-01 10:45:00,-9.33071251055,-73.5702589361,657.425670357
2017-01-01 10:46:00,-17.3070619256,-76.6636037905,658.087366934
2017-01-01 10:47:00,-29.4729293859,-79.3911646225,658.583796625
2017-01-01 10:48:00,-48.2892441939,-81.3993075814,658.908612801
2017-01-01 10:49:00,-73.8445159003,-82.1186658762,659.057914317
2017-01-01 10:50:00,-98.8715383379,-81.2266666902,659.030299686
2017-01-01 10:51:00,-116.835513509,-79.1121921012,658.826884237
2017-01-01 10:52:00,-128.413271818,-76.330691107,658.451280092
2017-01-01 10:53:00,-136.044787204,-73.2096883363,657.909539225
2017-01-01 10:54:00,-141.366763351,-69.9058648594,657.210060272
2017-01-01 10:55:00,-145.289963034,-66.4952258612,656.363460223
2017-01-01 10:56:00,-148.32217199,-63.0172605802,655.382412552
2017-01-01 10:57:00,-150.759175208,-59.4940077175,654.281453782
2017-01-01 10:58:00,-152.782011149,-55.9385653324,653.076760968
2017-01-01 10:59:00,-154.506693745,-52.359147093,651.785902982
2017-01-01 11:00:00,-156.010638635,-48.7611491713,650.427569007
2017-01-01 11:01:00,-157.347360172,-45.1482687231,649.021278032
2017-01-01 11:02:00,-158.555011217,-41.5231415866,647.587073591
2017-01-01 11:03:00,-159.661547766,-37.8877224858,646.145208362
2017-01-01 11:04:00,-160.687966532,-34.2435204524,644.71582358
2017-01-01 11:05:00,-161.650400939,-30.5917492639,643.318628493
2017-01-01 11:06:00,-162.561518146,-26.9334260501,641.972585236
2017-01-01 11:07:00,-163.431475576,-23.2694371854,640.695604653
2017-01-01 11:08:00,-164.268592677,-19.6005829001,639.50425849
2017-01-01 11:09:00,-165.079834772,-15.9276076765,638.413513301
2017-01-01 11:10:00,-165.871170824,-12.2512209506,637.4364911
2017-01-01 11:11:00,-166.647845792,-8.57211111143,636.584261387
2017-01-01 11:12:00,-167.414595189,-4.89095485508,635.865668653
2017-01-01 11:13:00,-168.175821257,-1.20842338169,635.287198826
2017-01-01 11:14:00,-168.935745116,2.47481343324,634.852887344
2017-01-01 11:15:00,-169.698546236,6.15808396707,634.564270727
2017-01-01 11:16:00,-170.468499059,9.84071205105,634.420382625
2017-01-01 11:17:00,-171.25011624,13.5220136458,634.417794383
2017-01-01 11:18:00,-172.048308804,17.2012921323,634.550699243
2017-01-01 11:19:00,-172.868575541,20.8778312192,634.811038401
2017-01-01 11:20:00,-173.717237744,24.5508842077,635.188666277
2017-01-01 11:21:00,-174.601741526,28.2196579237,635.671551602
2017-01-01 11:22:00,-175.531059795,31.8832889303,636.246010225
2017-01-01 11:23:00,-176.516241873,35.5408084969,636.896965012
2017-01-01 11:24:00,-177.571184508,39.191090932,637.608227764
2017-01-01 11:25:00,-178.713741108,42.8327767308,638.362797759
2017-01-01 11:26:00,-179.967359523,46.464156532,639.143171395
2017-01-01 11:27:00,178.636431796,50.0829921195,639.93165731
2017-01-01 11:28:00,177.054133411,53.6862326138,640.710691461
2017-01-01 11:29:00,175.223978396,57.2695490182,641.463146799
2017-01-01 11:30:00,173.055350382,60.8265393686,642.172632438
2017-01-01 11:31:00,170.410239701,64.3473051203,642.823777554
2017-01-01 11:32:00,167.06924464,67.8157557735,643.402495619
2017-01-01 11:33:00,162.666383008,71.2041714523,643.896225044
2017-01-01 11:34:00,156.560145039,74.4614569451,644.294142731
2017-01-01 11:35:00,147.586064035,77.4862038032,644.587347523
2017-01-01 11:36:00,133.717602635,80.0650963151,644.769011043
2017-01-01 11:37:00,112.594103789,81.7689949281,644.834493885
2017-01-01 11:38:00,86.0727422155,82.0170692037,644.781425619
2017-01-01 11:39:00,62.7554040174,80.6921685802,644.609747553
2017-01-01 11:40:00,46.9147182825,78.317328968,644.321717685
2017-01-01 11:41:00,36.7350933173,75.3954304668,643.921877749
2017-01-01 11:42:00,29.9266850422,72.1929924021,643.416982757
2017-01-01 11:43:00,25.0995853373,68.8361411955,642.815893904
2017-01-01 11:44:00,21.4887978832,65.3871041484,642.129436213
2017-01-01 11:45:00,18.6636843696,61.8789127145,641.370222762
2017-01-01 11:46:00,16.3699286302,58.3303778438,640.552447872
2017-01-01 11:47:00,14.4497656568,54.7528852913,639.69165209
2017-01-01 11:48:00,12.8008663814,51.1536967102,638.80446231
2017-01-01 11:49:00,11.3542183688,47.5376618031,637.908310869
2017-01-01 11:50:00,10.0616695406,43.9081593382,637.021137863
2017-01-01 11:51:00,8.88860533504,40.2676408292,636.161081393
2017-01-01 11:52:00,7.8094728883,36.6179582909,635.346160757
2017-01-01 11:53:00,6.8049483242,32.9605690064,634.59395795
2017-01-01 11:54:00,5.86008695432,29.2966672622,633.92130299
2017-01-01 11:55:00,4.96308049411,25.627271079,633.343968741
2017-01-01 11:56:00,4.1043997564,21.9532802832,632.876380842
2017-01-01 11:57:00,3.27618808978,18.2755157861,632.531348271
2017-01-01 11:58:00,2.47182117427,14.5947462445,632.319819777
2017-01-01 11:59:00,1.68557878561,10.9117060862,632.250671013
2017-01-01 12:00:00,0.912392451597,7.22710757361,632.330526697
2017-01-01 12:01:00,0.147644289471,3.5416487725,632.563621452
2017-01-01 12:02:00,-0.613000631259,-0.143981206979,632.951702246
2017-01-01 12:03:00,-1.37374165457,-3.82909863085,633.493974487
2017-01-01 12:04:00,-2.1387804136,-7.51302233079,634.187092951
2017-01-01 12:05:00,-2.9124588373,-11.1950708485,635.025197751
2017-01-01 12:06:00,-3.69940691696,-14.8745587233,635.999994651
2017-01-01 12:07:00,-4.50471105854,-18.5507910286,637.100878071
2017-01-01 12:08:00,-5.33411635222,-22.2230550939,638.315094295
2017-01-01 12:09:00,-6.19428054394,-25.8906080398,639.627941577
2017-01-01 12:10:00,-7.09310461195,-29.5526582546,641.02300318
2017-01-01 12:11:00,-8.04017634422,-33.2083381281,642.482408782
2017-01-01 12:12:00,-9.04738178481,-36.8566640279,643.987119263
2017-01-01 12:13:00,-10.1297697284,-40.4964772996,645.517229539
2017-01-01 12:14:00,-11.306805265,-44.1263563319,647.052283969
2017-01-01 12:15:00,-12.6042360649,-47.7444831809,648.571598761
2017-01-01 12:16:00,-14.0569509781,-51.3484364353,650.054585901
2017-01-01 12:17:00,-15.7134976886,-54.9348598198,651.481073268
2017-01-01 12:18:00,-17.6434752382,-58.4989125572,652.831615857
2017-01-01 12:19:00,-19.9501100064,-62.0333179891,654.087793372
2017-01-01 12:20:00,-22.7925862913,-65.5266323024,655.232489804
2017-01-01 12:21:00,-26.4275385629,-68.9599061214,656.250151064
2017-01-01 12:22:00,-31.2894658581,-72.2998129721,657.127017148
2017-01-01 12:23:00,-38.149582279,-75.4835170133,657.851325817
2017-01-01 12:24:00,-48.405359482,-78.3836938761,658.4134852
2017-01-01 12:25:00,-64.3400720761,-80.7320324208,658.806213207
2017-01-01 12:26:00,-87.6916432588,-82.0265185249,659.024642112
2017-01-01 12:27:00,-114.086682304,-81.7555351032,659.066387071
2017-01-01 12:28:00,-135.046292899,-80.0461145125,658.931577821
2017-01-01 12:29:00,-148.819559424,-77.473482004,658.622853217
2017-01-01 12:30:00,-157.749371529,-74.4598967868,658.145318688
2017-01-01 12:31:00,-163.835628347,-71.2155459212,657.506467135
2017-01-01 12:32:00,-168.229476421,-67.8406172867,656.716064217
2017-01-01 12:33:00,-171.566554694,-64.3856940624,655.785999414
2017-01-01 12:34:00,-174.210206858,-60.8782482716,654.730104683
2017-01-01 12:35:00,-176.37859034,-57.3342285153,653.563943015
2017-01-01 12:36:00,-178.209099373,-53.7634376364,652.304569599
2017-01-01 12:37:00,-179.792033723,-50.1722038268,650.970268819
2017-01-01 12:38:00,178.81100731,-46.5647937481,649.580270704
2017-01-01 12:39:00,177.556614559,-42.9442026472,648.154450919
2017-01-01 12:40:00,176.413308345,-39.3126176521,646.713018762
2017-01-01 12:41:00,175.357666785,-35.6717006462,645.276198003
2017-01-01 12:42:00,174.371849709,-32.0227669441,643.863905682
2017-01-01 12:43:00,173.44196647,-28.3669013301,642.495434213
2017-01-01 12:44:00,172.556969891,-24.705035073,641.189142263
2017-01-01 12:45:00,171.707887086,-21.0379978396,639.96215988
2017-01-01 12:46:00,170.887270921,-17.3665530082,638.830113283
2017-01-01 12:47:00,170.088798674,-13.6914217429,637.806874451
2017-01-01 12:48:00,169.306970099,-10.0132993305,636.904340341
2017-01-01 12:49:00,168.536872918,-6.33286615142,636.132246042
2017-01-01 12:50:00,167.773993548,-2.6507949627,635.498015597
2017-01-01 12:51:00,167.014057028,1.03224425677,635.006653502
2017-01-01 12:52:00,166.252883802,4.71558090547,634.660679063
2017-01-01 12:53:00,165.486253111,8.39854094831,634.460104965
2017-01-01 12:54:00,164.709763492,12.0804438957,634.402460449
2017-01-01 12:55:00,163.918680578,15.7605987452,634.48285858
2017-01-01 12:56:00,163.107760816,19.4382979553,634.694106169
2017-01-01 12:57:00,162.271036729,23.1128083094,635.026854052
2017-01-01 12:58:00,161.401544246,26.7833571754,635.469784586
2017-01-01 12:59:00,160.490964419,30.4491120855,636.009832554
2017-01-01 13:00:00,159.529138709,34.109150627,636.632435034
2017-01-01 13:01:00,158.503395716,37.7624160973,637.321805312
2017-01-01 13:02:00,157.397592114,41.4076518137,638.061225562
2017-01-01 13:03:00,156.190711156,45.0433025814,638.833352807
2017-01-01 13:04:00,154.854758709,48.667364083,639.620532554
2017-01-01 13:05:00,153.35151107,52.2771468116,640.405114536
2017-01-01 13:06:00,151.6273227,55.8688942979,641.169765124
2017-01-01 13:07:00,149.60453213,59.4371419287,641.897771202
2017-01-01 13:08:00,147.166653473,62.9735908196,642.57333058
2017-01-01 13:09:00,144.131709617,66.4650235712,643.18182443
2017-01-01 13:10:00,140.201963131,69.8892064099,643.710067611
2017-01-01 13:11:00,134.865360455,73.2062722242,644.146533206
2017-01-01 13:12:00,127.201457636,76.3393599485,644.481548097
2017-01-01 13:13:00,115.552493876,79.1296259256,644.707456839
2017-01-01 13:14:00,97.4491060943,81.2442511547,644.818751634
2017-01-01 13:15:00,72.2577932657,82.1199976798,644.812166658
2017-01-01 13:16:00,46.6762866087,81.3712466196,644.686735502
2017-01-01 13:17:00,27.9458829611,79.334541951,644.44381097
2017-01-01 13:18:00,15.8660625937,76.5836030615,644.087046947
2017-01-01 13:19:00,7.95018086564,73.4705416994,643.622342554
2017-01-01 13:20:00,2.46470850588,70.1643072174,643.057749262
2017-01-01 13:21:00,-1.55732910714,66.7462861808,642.403342147
2017-01-01 13:22:00,-4.65245870206,63.2584367396,641.671056957
2017-01-01 13:23:00,-7.13138038476,59.7240283263,640.874495137
2017-01-01 13:24:00,-9.18323403586,56.1568287108,640.028699485
2017-01-01 13:25:00,-10.9286567727,52.5654482995,639.149903581
2017-01-01 13:26:00,-12.4478262631,48.9555380435,638.25525863
2017-01-01 13:27:00,-13.7959753483,45.3309714648,637.362541813
2017-01-01 13:28:00,-15.0123646271,41.6945149723,636.489850675
2017-01-01 13:29:00,-16.1256863744,38.0482256248,635.655288459
2017-01-01 13:30:00,-17.1574398226,34.3936963745,634.876645618
2017-01-01 13:31:00,-18.1241092368,30.732212158,634.171082976
2017-01-01 13:32:00,-19.0386114771,27.0648518127,633.554822154
2017-01-01 13:33:00,-19.9112844676,23.3925559181,633.042848923
2017-01-01 13:34:00,-20.750579698,19.7161725387,632.648635047
2017-01-01 13:35:00,-21.5635597718,16.0364882548,632.383883984
2017-01-01 13:36:00,-22.356265375,12.3542491931,632.258305458
2017-01-01 13:37:00,-23.1339938842,8.67017516659,632.279423431
2017-01-01 13:38:00,-23.9015181566,4.98496906165,632.452421408
2017-01-01 13:39:00,-24.6632655196,1.29932300669,632.780028303
2017-01-01 13:40:00,-25.4234716919,-2.38607751085,633.262447252
2017-01-01 13:41:00,-26.18632119,-6.07055063264,633.897328909
2017-01-01 13:42:00,-26.9560841576,-9.75341538662,634.679789822
2017-01-01 13:43:00,-27.7372591263,-13.4339884101,635.602475531
2017-01-01 13:44:00,-28.5347318787,-17.1115792872,636.655667113
2017-01-01 13:45:00,-29.3539626186,-20.7854835158,637.827429003
2017-01-01 13:46:00,-30.201217196,-24.4549718719,639.103795098
2017-01-01 13:47:00,-31.0838641008,-28.1192745253,640.468989418
2017-01-01 13:48:00,-32.0107684735,-31.777557587,641.905676981
2017-01-01 13:49:00,-32.992829678,-35.4288886754,643.395240062
2017-01-01 13:50:00,-34.043733896,-39.0721862821,644.918074609
2017-01-01 13:51:00,-35.1810346052,-42.7061446907,646.45390139
2017-01-01 13:52:00,-36.427744336,-46.3291209572,647.982086327
2017-01-01 13:53:00,-37.81474509,-49.9389611336,649.481964477
2017-01-01 13:54:00,-39.3845498672,-53.5327256607,650.933162257
2017-01-01 13:55:00,-41.197371749,-57.1062406404,652.315912745
